Company Code,Account,Customer Name,Trade Format Level 2,Channel,Sales Workforce Lv2,Sales Workforce Lv3,Banner Name,Billing Document,Document Number,Document type,Posting Key,Debit/Credit ind,Assignment,Document Date,Special G/L ind.,Amount in local currency,Local Currency,Amount in doc. curr.,Document currency,Amount in loc.curr.2,Local Currency 2,G/L Account,Posting Date,Baseline Payment Dte,Entry Date,Net due date,Year/month,Reason code,User Name,Sales Document,Vendor,Customer,Reference,Text,Clearing Document,Clearing date,Arrears after net due date,Reference Key 1,Reference Key 2,Exclude,Days,Ageing,Clearing Status
2408,15608669,PE YWSEAWKXSW JQYQ XEQGQ,YWSEAWKXEWVC EAQYC,DT,DT,ASG ZXECA WSLQIY,QSG GCIQYZ,,3400015876,DZ,15,H,0262733200002,2023-02-02,,135814307,IDR,135814307,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,15608669,683701,683701,3400016239.0,2023-02-03,1,,,Positive Value,0,<2,Cleared
2408,15608669,PE YWSEAWKXSW JQYQ XEQGQ,YWSEAWKXEWVC EAQYC,DT,DT,ASG ZXECA WSLQIY,QSG GCIQYZ,,3400016239,DZ,15,H,20230202,2023-02-02,,-833025343,IDR,-833025343,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-04,2023-02-02,2023/02,,PRAKASH_K700,,,15608669,683701,683701,3400016239.0,2023-02-03,1,,,,0,<2,Cleared
2408,15611633,JXAQOQI YCPZK CWPQYXIO 2,YWSEAWKXEWVC EAQYC,IC,IC,ASG SCAX,QSG SCAX 2,,3400015394,DZ,15,H,20230202,2023-02-02,,-386450403,IDR,-386450403,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,15611633,684185,Spcfy in p.adv: Document Number 3400014717,3400015468.0,2023-02-02,0,00001,,,0,<2,Cleared
2408,15611633,JXAQOQI YCPZK CWPQYXIO 2,YWSEAWKXEWVC EAQYC,IC,IC,ASG SCAX,QSG SCAX 2,,3400015394,DZ,15,H,20230202,2023-02-02,,49707646,IDR,49707646,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,15611633,684185,Spcfy in p.adv: Document Number 2000072691,3400015468.0,2023-02-02,0,00002,,Positive Value,0,<2,Cleared
2408,15611633,JXAQOQI YCPZK CWPQYXIO 2,YWSEAWKXEWVC EAQYC,IC,IC,ASG SCAX,QSG SCAX 2,,3400015468,DZ,15,H,20230202,2023-02-02,,-652623563,IDR,-652623563,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,BABU_L700,,,15611633,,,3400015468.0,2023-02-02,0,,,,0,<2,Cleared
2408,15612240,PE CQHQYQLCSEQAW ECOXHGQKGXA,YWSEAWKXEWVC EAQYC,IC,IC,ASG IQEWZIQL WC,QSG WC SZXEHCAI SXGQEAQ,,3400015871,DZ,15,H,0262733100003,2023-02-02,,-299743345,IDR,-299743345,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,15612240,683965,683965,3400016084.0,2023-02-02,0,,,,0,<2,Cleared
2408,15612240,PE CQHQYQLCSEQAW ECOXHGQKGXA,YWSEAWKXEWVC EAQYC,IC,IC,ASG IQEWZIQL WC,QSG WC SZXEHCAI SXGQEAQ,,3400016084,DZ,15,H,20230202,2023-02-02,,519112043,IDR,519112043,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-04,2023-02-02,2023/02,,NARASIM_R700,,,15612240,683965,683965,3400016084.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,15612480,JXAQOQI KQAQWQIO CWKXQYQ,YWSEAWKXEWVC EAQYC,IC,IC,ASG SCAX,QSG SCAX 2,,3400015386,DZ,15,H,20230202,2023-02-02,,-680793225,IDR,-680793225,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,15612480,684173,Spcfy in p.adv: Document Number 3400014706,3400015469.0,2023-02-02,0,00001,,,0,<2,Cleared
2408,15612480,JXAQOQI KQAQWQIO CWKXQYQ,YWSEAWKXEWVC EAQYC,IC,IC,ASG SCAX,QSG SCAX 2,,3400015386,DZ,15,H,20230202,2023-02-02,,-308571422,IDR,-308571422,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,15612480,684173,684173,3400015386.0,2023-02-02,0,,,,0,<2,Cleared
2408,15612480,JXAQOQI KQAQWQIO CWKXQYQ,YWSEAWKXEWVC EAQYC,IC,IC,ASG SCAX,QSG SCAX 2,,3400015469,DZ,15,H,20230202,2023-02-02,,500304883,IDR,500304883,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,BABU_L700,,,15612480,,,3400015469.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,15612488,PE AXKXI GWEAQ SCJQEW CWKQYQK,YWSEAWKXEWVC EAQYC,DT,DT,ASG OE JQVQ,QSG KZOZA,,3400015635,DZ,15,H,20230202,2023-02-02,,719462222,IDR,719462222,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,15612488,683992,683992,3400015635.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,15612948,JXAQOQI KZOZA CWSQAXQ,YWSEAWKXEWVC EAQYC,IC,IC,ASG SCAX,QSG SCAX 2,,3400015368,DZ,15,H,20230202,2023-02-02,,52190931,IDR,52190931,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,15612948,684041,684041,3400015368.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,15612950,PE PLQGKZPAQEQGQ JZYZSQIEZSZ QJWKQA,YWSEAWKXEWVC EAQYC,DT,DT,ASG OE JQVQ,QSG PXAWZKCAEZ,,3400015881,DZ,15,H,20230202,2023-02-02,,-898944442,IDR,-898944442,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,15612950,684840,684840,3400015881.0,2023-02-02,0,,,,0,<2,Cleared
2408,15617437,PE AXKXI GWEAQ SCJQEW KCKQSW XEQAQ,YWSEAWKXEWVC EAQYC,DT,DT,ASG OE JQVQ,QSG JQKQAEQ CQSE,,3400015873,DZ,15,H,0262733100005,2023-02-02,,178720787,IDR,178720787,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,15617437,683987,683987,3400016256.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,15617437,PE AXKXI GWEAQ SCJQEW KCKQSW XEQAQ,YWSEAWKXEWVC EAQYC,DT,DT,ASG OE JQVQ,QSG JQKQAEQ CQSE,,3400016256,DZ,16,H,0262733100005,2023-02-02,,-543572586,IDR,-543572586,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-04,2023-02-02,2023/02,PNP,SYSADMIN,,,15617437,683987_PE,,3400016264.0,2023-02-04,2,,,,0,<2,Cleared
2408,15617437,PE AXKXI GWEAQ SCJQEW KCKQSW XEQAQ,YWSEAWKXEWVC EAQYC,DT,DT,ASG OE JQVQ,QSG JQKQAEQ CQSE,,3400016256,DZ,15,H,20230202,2023-02-02,,-246087819,IDR,-246087819,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-04,2023-02-02,2023/02,,SYSADMIN,,,15617437,683987_PE,683987_PE,3400016256.0,2023-02-02,0,,,,0,<2,Cleared
2408,15619647,JXAQOQI KQIECI CWLCOZI,YWSEAWKXEWVC EAQYC,IC,IC,ASG SCAX,QSG SCAX 2,,3400015254,DZ,15,H,20230202,2023-02-02,,-405333295,IDR,-405333295,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,15619647,683981,683981,3400015254.0,2023-02-02,0,,,,0,<2,Cleared
2408,15621116,PE XSCZZY SXKSCS GQKGXA,CS YWACCE,UFS,UFS,IKQG,KQG - I,,3400015454,DZ,15,H,20230202,2023-02-02,,-275048157,IDR,-275048157,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,15621116,684026,684026,3400015454.0,2023-02-02,0,,,,0,<2,Cleared
2408,15621893,JXAQOQI EQIOCAQIO JZGKQIO,YWSEAWKXEWVC EAQYC,IC,IC,ASG SCAX,QSG SCAX 2,,3400015390,DZ,15,H,20230202,2023-02-02,,497184492,IDR,497184492,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,15621893,684180,684180,3400015390.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,15621907,CV KWIEQIO GXEWQAQ CCGCALQIO,YWSEAWKXEWVC EAQYC,DT,DT,ASG WCSE,QSG GCYQI,,3400015835,DZ,15,H,20230202,2023-02-02,,134513805,IDR,134513805,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,15621907,683986,683986,3400015835.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,15621914,PE EXJXH KZOQ GQKGXA,CS YWACCE,UFS,UFS,IKQG,KQG - I,,3400015452,DZ,15,H,20230202,2023-02-02,,-627921683,IDR,-627921683,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,15621914,683973,683973,3400015452.0,2023-02-02,0,,,,0,<2,Cleared
2408,15628916,PE SWIQAGQS YWSEAWKXSW IXSQIEQAQ OE,YWSEAWKXEWVC EAQYC,DT,DT,ASG OE JQVQ,QSG JQKQAEQ CQSE,,3400015577,DZ,15,H,20230202,2023-02-02,,-508191317,IDR,-508191317,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,15628916,684836,684836,3400015577.0,2023-02-02,0,,,,0,<2,Cleared
2408,15631128,PE OAZWSWAC KQAYQ WIYZICSWQ,CS YWACCE,UFS,UFS,IKQG,KQG - I,,3400015444,DZ,15,H,20230202,2023-02-02,,-422911297,IDR,-422911297,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,15631128,683825,683825,3400015444.0,2023-02-02,0,,,,0,<2,Cleared
2408,15631916,PE CWPEQ JQLXA SXKSCS,YWSEAWKXEWVC EAQYC,DT,DT,ASG WCSE,QSG QEJCH,,3400015576,DZ,15,H,20230202,2023-02-02,,-937488956,IDR,-937488956,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,15631916,684841,684841,3400015576.0,2023-02-02,0,,,,0,<2,Cleared
2408,15634037,CV GQKGXA JQYQ,YWSEAWKXEWVC EAQYC,IC,IC,ASG IQEWZIQL WC,QSG WC KQLWGQIEQI,,3400015262,DZ,15,H,20230202,2023-02-02,,606333215,IDR,606333215,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,15634037,684007,684007,3400015262.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,15635124,PE SWIQAGQS YWSEAWKXSW IXSQIEQAQ OZ,YWSEAWKXEWVC EAQYC,DT,DT,ASG ZXECA WSLQIY,QSG GQKQSSQA,,3400015360,DZ,15,H,20230202,2023-02-02,,912228340,IDR,912228340,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,15635124,683866,683866,3400015360.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,15635965,PE QIXOAQH KCAKQE QIYQ,YWSEAWKXEWVC EAQYC,DT,DT,ASG WCSE,QSG QEJCH,,3400015136,DZ,15,H,20230202,2023-02-02,,730189009,IDR,730189009,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,15635965,683836,683836,3400015136.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,15635966,JXAQOQI KQAQWQIO CWQGPCL,YWSEAWKXEWVC EAQYC,IC,IC,ASG SCAX,QSG SCAX 2,,3400015388,DZ,15,H,20230202,2023-02-02,,-992125126,IDR,-992125126,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,15635966,684175,684175,3400015388.0,2023-02-02,0,,,,0,<2,Cleared
2408,18001130,PE QIXOAQH SCLQAQS QOXIO YZOYQ,YWSEAWKXEWVC EAQYC,DT,DT,ASG LGE JQVQ,KQG LGE YZOYQ,,3400015849,DZ,15,H,0262732600001,2023-02-02,,232765375,IDR,232765375,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,18001130,683832,683832,,,4,,,Positive Value,2,=2,Open
2408,18003226,PE AXKXI GWEAQ SCJQEW PQGQIXKQI,YWSEAWKXEWVC EAQYC,DT,DT,ASG OE JQVQ,QSG KQIYXIO,,3400015550,DZ,15,H,20230202,2023-02-02,,447899052,IDR,447899052,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,18003226,683728,683728,3400015550.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,18004553,PE SQIXA GXLYQ JQYQ KZJZICOZAZ,YWSEAWKXEWVC EAQYC,DT,DT,ASG OE JQVQ,QSG SXAQKQYQ IZAEH,,3400015141,DZ,15,H,20230202,2023-02-02,,-539890069,IDR,-539890069,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,18004553,683881,683881,3400015141.0,2023-02-02,0,,,,0,<2,Cleared
2408,18004926,KWIEQIO SXPCAGQAKCE HQYQG WXAXK,GZYCAI EAQYC,MT,MT,ASG ZXECA WSLQIY,KXH KQLW,,3400015222,DZ,17,H,20230202,2023-02-02,,-171092643,IDR,-171092643,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,18004926,,,3400015222.0,2023-02-02,0,,,,0,<2,Cleared
2408,18004926,KWIEQIO SXPCAGQAKCE HQYQG WXAXK,GZYCAI EAQYC,MT,MT,ASG ZXECA WSLQIY,KXH KQLW,,3400015223,DZ,17,H,20230202,2023-02-02,,469294100,IDR,469294100,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,18004926,,,3400015223.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,18005630,PE SWIQAGQS YWSEAWKXSW IXSQIEQAQ CW,YWSEAWKXEWVC EAQYC,DT,DT,ASG OE JQVQ,QSG PXAWZKCAEZ,,3400015276,DZ,15,H,20230202,2023-02-02,,-961727574,IDR,-961727574,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,18005630,683880,683880,3400015276.0,2023-02-02,0,,,,0,<2,Cleared
2408,20400001,SQE KCKQSW,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQGQAE,,3400015224,DZ,17,H,20230202,2023-02-02,,-280773701,IDR,-280773701,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,20400001,,,3400015224.0,2023-02-02,0,,,,0,<2,Cleared
2408,20400001,SQE KCKQSW,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQGQAE,,3400015285,DZ,17,H,20230202,2023-02-02,,847710164,IDR,847710164,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,20400001,,,3400015285.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,20400001,SQE KCKQSW,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQGQAE,,3400015286,DZ,17,H,20230202,2023-02-02,,423016013,IDR,423016013,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,20400001,,,3400015286.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,20400001,SQE KCKQSW,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQGQAE,,3400015546,DZ,15,H,20230202,2023-02-02,,-39935242,IDR,-39935242,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,20400001,683784,683784,3400015546.0,2023-02-02,0,,,,0,<2,Cleared
2408,20400001,SQE KCKQSW,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQGQAE,,3400015795,DZ,15,H,20230202,2023-02-02,,-699949274,IDR,-699949274,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,20400001,683785,683785,3400015795.0,2023-02-02,0,,,,0,<2,Cleared
2408,20800001,PE LZEEC SHZPPWIO WIYZICSWQ,GZYCAI EAQYC,MT,MT,CYG HYPCA SPC AEG,KQG CQSH & CQAAY,,3400015570,DZ,15,H,20230202,2023-02-02,,235463589,IDR,235463589,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,20800001,683903,683903,3400015570.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,20800001,PE LZEEC SHZPPWIO WIYZICSWQ,GZYCAI EAQYC,MT,MT,CYG HYPCA SPC AEG,KQG CQSH & CQAAY,,3400015571,DZ,15,H,20230202,2023-02-02,,816581772,IDR,816581772,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,20800001,683904,683904,3400015571.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,20800001,PE LZEEC SHZPPWIO WIYZICSWQ,GZYCAI EAQYC,MT,MT,CYG HYPCA SPC AEG,KQG CQSH & CQAAY,,3400015571,DZ,15,H,20230202,2023-02-02,,61795292,IDR,61795292,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,20800001,683904,683904,3400015571.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,20800001,PE LZEEC SHZPPWIO WIYZICSWQ,GZYCAI EAQYC,MT,MT,CYG HYPCA SPC AEG,KQG CQSH & CQAAY,,3400015572,DZ,15,H,20230202,2023-02-02,,269338047,IDR,269338047,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,20800001,683905,683905,3400015572.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,20800001,PE LZEEC SHZPPWIO WIYZICSWQ,GZYCAI EAQYC,MT,MT,CYG HYPCA SPC AEG,KQG CQSH & CQAAY,,3400015781,DZ,15,H,20230202,2023-02-02,,822499669,IDR,822499669,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,20800001,683901,683901,3400015781.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,20800001,PE LZEEC SHZPPWIO WIYZICSWQ,GZYCAI EAQYC,MT,MT,CYG HYPCA SPC AEG,KQG CQSH & CQAAY,,3400015781,DZ,15,H,20230202,2023-02-02,,-380193517,IDR,-380193517,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,20800001,683901,683901,3400015781.0,2023-02-02,0,,,,0,<2,Cleared
2408,20800001,PE LZEEC SHZPPWIO WIYZICSWQ,GZYCAI EAQYC,MT,MT,CYG HYPCA SPC AEG,KQG CQSH & CQAAY,,3400015782,DZ,15,H,20230202,2023-02-02,,640690697,IDR,640690697,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,20800001,683902,683902,3400015782.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,24300001,EWP EZP PXSQE,GZYCAI EAQYC,MT,MT,CYG SPG,KQG SXPCAGQAKCE2,,3400015287,DZ,17,H,20230202,2023-02-02,,-51739230,IDR,-51739230,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,24300001,,,3400015287.0,2023-02-02,0,,,,0,<2,Cleared
2408,24900001,PE ECGPZ,GZYCAI EAQYC,MT,MT,CYG HYPCA SPC AEG,KQG SPCCWQLEY,,3400015538,DZ,15,H,20230202,2023-02-02,,-451801929,IDR,-451801929,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,24900001,683756,683756,3400015538.0,2023-02-02,0,,,,0,<2,Cleared
2408,25700001,HQAW HQAW,GZYCAI EAQYC,MT,MT,CYG SPG,KQG SXPCAGQAKCE1,,3400015352,DZ,17,H,20230202,2023-02-02,,696022231,IDR,696022231,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,25700001,,,3400015352.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,26200001,PE IQOQ SWQLQYQI,GZYCAI EAQYC,MT,MT,CYG SPG,KQG SXPCAGQAKCE1,,3400015076,DZ,15,H,20230202,2023-02-02,,-377185214,IDR,-377185214,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,S_K716,,,26200001,,,3400015076.0,2023-02-02,0,,,,0,<2,Cleared
2408,29000001,SQE YC CWLCXIOSW 2,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQGQAE,,3400015783,DZ,15,H,20230202,2023-02-02,,-277023040,IDR,-277023040,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,29000001,683750,683750,3400015783.0,2023-02-02,0,,,,0,<2,Cleared
2408,29000001,SQE YC CWLCXIOSW 2,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQGQAE,,3400015784,DZ,15,H,20230202,2023-02-02,,-333451852,IDR,-333451852,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,29000001,683751,683751,3400015784.0,2023-02-02,0,,,,0,<2,Cleared
2408,29800001,SQE YC CWLQCQP,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQGQAE,,3400015547,DZ,15,H,20230202,2023-02-02,,691799366,IDR,691799366,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,29800001,683792,683792,3400015547.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,29800001,SQE YC CWLQCQP,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQGQAE,,3400015548,DZ,15,H,20230202,2023-02-02,,547172099,IDR,547172099,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,29800001,683793,683793,3400015548.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,29850001,SQE YC KQIYXIO,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQGQAE,,3400015288,DZ,17,H,20230202,2023-02-02,,106281735,IDR,106281735,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,29850001,,,3400015288.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,29900001,SQE YC SCGQAQIO,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQGQAE,,3400015289,DZ,17,H,20230202,2023-02-02,,675034748,IDR,675034748,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,29900001,,,3400015289.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,29981001,AQGQYQIQ SQLQEWOQ-AK03,GZYCAI EAQYC,MT,MT,CYG SPG,KQG SXPCAGQAKCE2,,3400015483,DZ,15,H,0262694100001,2023-02-02,,-185177147,IDR,-185177147,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,29981001,683764,683764,,,4,,,,2,=2,Open
2408,34000001,YC OAWYQ CCIECA,GZYCAI EAQYC,MT,MT,CYG SPG,KQG SXPCAGQAKCE KQIYXIO,,3400015075,DZ,15,H,20230202,2023-02-02,,-378786192,IDR,-378786192,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SIVA_B701,,,34000001,,,3400015075.0,2023-02-02,0,,,,0,<2,Cleared
2408,34000001,YC OAWYQ CCIECA,GZYCAI EAQYC,MT,MT,CYG SPG,KQG SXPCAGQAKCE KQIYXIO,,3400015079,DZ,11,H,20230202,2023-02-02,,-627656799,IDR,-627656799,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SIVA_B701,,,34000001,3400015075,RECLASS YOG GBG 02.02/POTONGAN DAN LBH POT PPH,3400015080.0,2023-02-02,0,,,,0,<2,Cleared
2408,34000001,YC OAWYQ CCIECA,GZYCAI EAQYC,MT,MT,CYG SPG,KQG SXPCAGQAKCE KQIYXIO,,3400015080,DZ,15,H,20230202,2023-02-02,,-804656621,IDR,-804656621,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SIVA_B701,,,34000001,,,3400015080.0,2023-02-02,0,,,,0,<2,Cleared
2408,34200001,YZOYQ SXKQIO,GZYCAI EAQYC,MT,MT,CYG SPG,KQG SXPCAGQAKCE KQIYXIO,,3400015490,DZ,15,H,0262694200007,2023-02-02,,-462574455,IDR,-462574455,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,34200001,683922,683922,,,4,,,,2,=2,Open
2408,34200001,YZOYQ SXKQIO,GZYCAI EAQYC,MT,MT,CYG SPG,KQG SXPCAGQAKCE KQIYXIO,,3400015491,DZ,15,H,0262694200008,2023-02-02,,800565575,IDR,800565575,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,34200001,683923,683923,,,4,,,Positive Value,2,=2,Open
2408,35000001,SQE YC CWKZKZL,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQGQAE,,3400015290,DZ,17,H,20230202,2023-02-02,,691708618,IDR,691708618,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,35000001,,,3400015290.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,35000001,SQE YC CWKZKZL,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQGQAE,,3400015693,DZ,15,H,20230202,2023-02-02,,580642313,IDR,580642313,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-03,2023-02-02,2023/02,,SYSADMIN,,,35000001,683762,683762,3400015693.0,2023-02-02,0,,,Positive Value,0,<2,Cleared
2408,52400001,KWIEQIO,GZYCAI EAQYC,MT,MT,ASG ZXECA WSLQIY,KXH KQLW,,3400015181,DZ,17,H,20230202,2023-02-02,,-184033267,IDR,-184033267,IDR,0,,13301001,2023-02-02,2023-02-02,2023-02-02,2023-02-02,2023/02,,SYSADMIN,,,52400001,,,3400015181.0,2023-02-02,0,,,,0,<2,Cleared
